gene	strand	aligned reads	num sites	locations
ENSMUSG00000031347	-	7	1	72913703
ENSMUSG00000031264	-	1	0	
ENSMUSG00000027067	+	8	1	85047109
ENSMUSG00000038056	-	1	0	
ENSMUSG00000009995	+	7	1	74290151
ENSMUSG00000022160	-	3	1	52294840
ENSMUSG00000039128	-	8	1	5794662
ENSMUSG00000022400	+	57	2	81475261,81471217
ENSMUSG00000019843	+	16	2	39564423,39565381
ENSMUSG00000074064	+	5	1	119411088
ENSMUSG00000049252	-	3	1	42246593
ENSMUSG00000035890	-	28	2	79758765,79758543
ENSMUSG00000061086	+	1	0	
ENSMUSG00000038770	-	35	3	144983726,144983518,144983745
ENSMUSG00000075266	-	4	1	30197097
ENSMUSG00000029670	+	1	0	
ENSMUSG00000028861	+	8	1	126055536
ENSMUSG00000063590	-	1	0	
ENSMUSG00000053856	+	1	0	
ENSMUSG00000026156	+	7	1	23845622
ENSMUSG00000087700	-	1	0	
ENSMUSG00000005881	+	4	1	156018279
ENSMUSG00000058638	+	1	0	
ENSMUSG00000018425	-	5	1	86769748
ENSMUSG00000052609	+	13	1	76579042
ENSMUSG00000050150	+	3	0	
ENSMUSG00000063800	-	16	1	108564869
ENSMUSG00000036461	+	1	0	
ENSMUSG00000086013	+	1	0	
ENSMUSG00000026239	-	19	1	86543017
ENSMUSG00000002297	-	14	2	8397010,8396966
ENSMUSG00000028621	+	1	0	
ENSMUSG00000021576	-	13	1	74303519
ENSMUSG00000039238	-	9	2	121511475,121510992
ENSMUSG00000028452	-	1	0	
ENSMUSG00000091002	-	1	0	
ENSMUSG00000061882	+	8	2	123968909,123968929
ENSMUSG00000020260	+	13	1	77269575
ENSMUSG00000052056	-	2	1	170110172
ENSMUSG00000020275	-	1	0	
ENSMUSG00000079168	+	1	0	
ENSMUSG00000029703	-	8	1	136123067
ENSMUSG00000070953	-	4	1	34779216
ENSMUSG00000035376	+	1	0	
ENSMUSG00000039055	-	1	0	
ENSMUSG00000057455	-	1	0	
ENSMUSG00000027014	-	1	0	
ENSMUSG00000094796	+	1	0	
ENSMUSG00000020267	+	18	1	54870492
ENSMUSG00000000142	+	4	1	108950783
ENSMUSG00000036403	+	2	0	
ENSMUSG00000114337	+	2	1	35545483
ENSMUSG00000038034	+	6	1	172319837
ENSMUSG00000040767	+	7	1	32208989
ENSMUSG00000095976	-	1	0	
ENSMUSG00000024926	-	2	1	5603015
ENSMUSG00000014503	+	93	5	34422228,34421355,34421766,34409906,34414812
ENSMUSG00000063889	-	2	1	3294226
ENSMUSG00000018412	-	1	0	
ENSMUSG00000029034	+	8	1	155888869
ENSMUSG00000060863	+	63	1	105155225
ENSMUSG00000022366	-	1	0	
ENSMUSG00000039100	-	5	1	31458875
ENSMUSG00000050213	+	1	0	
ENSMUSG00000020495	-	15	1	87077745
ENSMUSG00000036006	+	1	0	
ENSMUSG00000048520	-	1	0	
ENSMUSG00000021771	+	4	2	21845697,21845517
ENSMUSG00000025035	-	11	1	46531108
ENSMUSG00000000320	-	3	0	
ENSMUSG00000031878	-	32	1	104511027
ENSMUSG00000029869	+	7	1	41620503
ENSMUSG00000028910	+	18	2	131867769,131867788
ENSMUSG00000026851	-	6	1	30972835
ENSMUSG00000042473	+	1	0	
ENSMUSG00000027359	+	1	0	
ENSMUSG00000032633	-	9	1	59791749
ENSMUSG00000099899	+	7	1	17173105
ENSMUSG00000049649	-	2	1	133209335
ENSMUSG00000037139	+	1	0	
ENSMUSG00000026730	+	3	0	
ENSMUSG00000028896	-	2	1	132331919
ENSMUSG00000032191	+	499	4	75351654,75351606,75351753,75351149
ENSMUSG00000039047	+	3	1	152785849
ENSMUSG00000027951	+	6	2	89751406,89751308
ENSMUSG00000058741	+	1	0	
ENSMUSG00000032348	+	45	1	78209349
ENSMUSG00000092381	+	2	1	19721734
ENSMUSG00000021000	+	15	1	59190176
ENSMUSG00000027342	-	1	0	
ENSMUSG00000010057	+	26	1	107545696
ENSMUSG00000049755	-	2	0	
ENSMUSG00000086724	+	2	1	115496816
ENSMUSG00000040040	+	1	0	
ENSMUSG00000004040	-	4	1	100886814
ENSMUSG00000078566	-	2	0	
ENSMUSG00000022807	+	1	0	
ENSMUSG00000024095	-	2	1	80030336
ENSMUSG00000006021	+	2	1	16127516
ENSMUSG00000074061	-	80	3	109478567,109481902,109458921
ENSMUSG00000036223	-	13	2	74196774,74196819
ENSMUSG00000012609	+	1	0	
ENSMUSG00000006143	+	1	0	
ENSMUSG00000004270	+	1	0	
ENSMUSG00000049422	+	6	1	75937747
ENSMUSG00000026077	+	2	1	39363238
ENSMUSG00000031958	-	3	1	111626981
ENSMUSG00000029705	-	1	0	
ENSMUSG00000095975	+	10	1	25956374
ENSMUSG00000031214	-	3	1	98558254
ENSMUSG00000031488	-	4	1	27143022
ENSMUSG00000057637	-	3	1	143127692
ENSMUSG00000095567	+	8	1	156247423
ENSMUSG00000037526	-	1	0	
ENSMUSG00000033991	+	3	1	76189166
ENSMUSG00000026353	+	7	1	128277592
ENSMUSG00000002728	+	4	1	145916425
ENSMUSG00000074652	+	2	1	155634206
ENSMUSG00000030800	-	1	0	
ENSMUSG00000053453	-	8	1	13949013
ENSMUSG00000029804	+	1	0	
ENSMUSG00000009545	+	1	0	
ENSMUSG00000036513	-	18	1	57646358
ENSMUSG00000032555	+	7	1	103350428
ENSMUSG00000020878	-	1	0	
ENSMUSG00000097446	+	3	1	50706068
ENSMUSG00000014243	-	3	1	62267223
ENSMUSG00000033335	+	4	1	21507756
ENSMUSG00000005447	-	15	1	25295048
ENSMUSG00000024235	-	1	0	
ENSMUSG00000030750	-	56	2	125467643,125467667
ENSMUSG00000003662	-	8	2	127242609,127242553
ENSMUSG00000020633	-	2	1	28469868
ENSMUSG00000062937	+	1	0	
ENSMUSG00000044968	-	1	0	
ENSMUSG00000015659	-	3	1	6044065
ENSMUSG00000036989	-	1	0	
ENSMUSG00000064065	-	2	0	
ENSMUSG00000048807	-	6	1	3907020
ENSMUSG00000106788	-	2	0	
ENSMUSG00000030034	-	1	0	
ENSMUSG00000022664	-	1	0	
ENSMUSG00000038650	-	1	0	
ENSMUSG00000038651	+	1	0	
ENSMUSG00000027937	+	3	1	90235838
ENSMUSG00000041881	+	7	1	33838309
ENSMUSG00000018286	+	100	2	70527653,70527858
ENSMUSG00000000876	-	1	0	
ENSMUSG00000012889	+	1	0	
ENSMUSG00000071001	+	1	0	
ENSMUSG00000008892	-	29	1	22577090
ENSMUSG00000039178	+	12	3	53903535,53903961,53903734
ENSMUSG00000009535	+	9	1	68321907
ENSMUSG00000016427	-	8	1	37187593
ENSMUSG00000036478	+	1	0	
ENSMUSG00000027983	-	2	1	131293287
ENSMUSG00000108545	-	1	0	
ENSMUSG00000022109	+	19	1	73518545
ENSMUSG00000031728	+	1	0	
ENSMUSG00000033166	-	1	0	
ENSMUSG00000095576	-	1	0	
ENSMUSG00000034789	-	1	0	
ENSMUSG00000060261	-	1	0	
ENSMUSG00000022200	+	6	1	12351267
ENSMUSG00000095677	-	8	1	6648937
ENSMUSG00000031202	-	1	0	
ENSMUSG00000032782	-	7	2	69299509,69299490
ENSMUSG00000025983	+	1	0	
ENSMUSG00000028601	+	1	0	
ENSMUSG00000050641	+	1	0	
ENSMUSG00000064145	-	1	0	
ENSMUSG00000078813	-	1	0	
ENSMUSG00000028497	-	3	0	
ENSMUSG00000038502	-	29	1	44863067
ENSMUSG00000045350	-	1	0	
ENSMUSG00000003423	+	4	1	45160059
ENSMUSG00000078794	+	1	0	
ENSMUSG00000041439	-	1	0	
ENSMUSG00000024312	+	1	0	
ENSMUSG00000004788	+	17	1	85226493
ENSMUSG00000038697	-	2	1	123996309
ENSMUSG00000026966	-	15	1	25271038
ENSMUSG00000021830	-	8	2	45180823,45134898
ENSMUSG00000024902	+	7	1	4964948
ENSMUSG00000007564	+	10	1	20965905
ENSMUSG00000063358	+	4	1	17045272
ENSMUSG00000025234	-	5	0	
ENSMUSG00000024922	-	1	0	
ENSMUSG00000042682	+	19	2	29974840,29975028
ENSMUSG00000111153	+	1	0	
ENSMUSG00000020696	-	8	1	82805606
ENSMUSG00000022551	+	2	1	76345933
ENSMUSG00000086232	-	1	0	
ENSMUSG00000032185	+	1	0	
ENSMUSG00000047789	+	1	0	
ENSMUSG00000039307	+	3	1	121222653
ENSMUSG00000020580	+	1	0	
ENSMUSG00000087377	+	2	0	
ENSMUSG00000024223	+	2	1	28538954
ENSMUSG00000031478	-	3	1	22128285
ENSMUSG00000031715	-	8	2	80700834,80699942
ENSMUSG00000034893	-	1	0	
ENSMUSG00000029151	-	60	1	31086105
ENSMUSG00000029089	+	28	1	48388845
ENSMUSG00000042745	+	1	0	
ENSMUSG00000015721	+	30	1	23441923
ENSMUSG00000025409	-	2	0	
ENSMUSG00000027823	+	16	1	64016753
ENSMUSG00000078652	+	14	2	101323531,101322024
ENSMUSG00000020413	-	2	1	8996610
ENSMUSG00000028610	-	2	1	107676291
ENSMUSG00000016409	+	4	1	37148288
ENSMUSG00000033209	+	1	0	
ENSMUSG00000035877	-	2	0	
ENSMUSG00000039701	-	5	0	
ENSMUSG00000029722	-	1	0	
ENSMUSG00000040614	-	16	2	26364690,26377147
ENSMUSG00000057421	-	5	1	95935324
ENSMUSG00000007646	-	4	1	87378552
ENSMUSG00000071648	-	1	0	
ENSMUSG00000079084	+	2	1	13253583
ENSMUSG00000074283	-	2	0	
ENSMUSG00000111725	-	1	0	
ENSMUSG00000055839	-	4	1	23824808
ENSMUSG00000004319	-	2	0	
ENSMUSG00000097174	+	1	0	
ENSMUSG00000015542	-	9	1	115182831
ENSMUSG00000027284	-	3	1	120718184
ENSMUSG00000059288	+	1	0	
ENSMUSG00000032470	-	2	1	99387975
ENSMUSG00000002329	-	3	1	55658883
ENSMUSG00000029248	+	5	1	77047706
ENSMUSG00000029223	+	399	1	66687231
ENSMUSG00000027671	+	6	1	32726973
ENSMUSG00000048351	+	8	1	108338728
ENSMUSG00000030008	-	11	1	85446809
ENSMUSG00000030590	-	1	0	
ENSMUSG00000030246	-	76	2	142490248,142498887
ENSMUSG00000027333	+	15	2	131525165,131525198
ENSMUSG00000029404	+	2	1	124118196
ENSMUSG00000100294	-	3	0	
ENSMUSG00000028096	-	2	1	96871092
ENSMUSG00000025261	+	2	1	151934505
ENSMUSG00000001034	-	1	0	
ENSMUSG00000010047	+	7	1	107572771
ENSMUSG00000028557	-	1	0	
ENSMUSG00000028845	-	1	0	
ENSMUSG00000031934	-	2	1	15005784
ENSMUSG00000021693	-	2	1	106961850
ENSMUSG00000047712	-	1	0	
ENSMUSG00000033629	-	1	0	
ENSMUSG00000091345	-	1	0	
ENSMUSG00000097747	+	1	0	
ENSMUSG00000013629	+	1	0	
ENSMUSG00000022721	+	6	1	18253502
ENSMUSG00000010290	+	1	0	
ENSMUSG00000081065	-	1	0	
ENSMUSG00000055188	+	1	0	
ENSMUSG00000034163	+	1	0	
ENSMUSG00000097047	-	10	1	84954961
ENSMUSG00000035228	+	1	0	
ENSMUSG00000025609	+	12	1	31507970
ENSMUSG00000032567	+	1	0	
ENSMUSG00000028622	-	5	1	107055881
ENSMUSG00000001763	+	4	1	29718557
ENSMUSG00000018572	+	13	2	70000009,69999779
ENSMUSG00000031955	-	7	1	111710473
ENSMUSG00000062906	-	1	0	
ENSMUSG00000022234	-	162	3	31590882,31590812,31590905
ENSMUSG00000002307	+	13	1	33915590
ENSMUSG00000029236	-	1	0	
ENSMUSG00000024146	+	4	0	
ENSMUSG00000047613	+	23	1	153961925
ENSMUSG00000019868	-	20	1	14655332
ENSMUSG00000021819	+	4	1	20723619
ENSMUSG00000045969	+	3	1	11563251
ENSMUSG00000106357	+	1	0	
ENSMUSG00000039115	+	29	2	118897751,118897687
ENSMUSG00000022546	+	1	0	
ENSMUSG00000002748	+	2	0	
ENSMUSG00000005262	+	1	0	
ENSMUSG00000040583	+	1	0	
ENSMUSG00000025794	+	5	1	120574435
ENSMUSG00000003199	+	1	0	
ENSMUSG00000027427	+	1	0	
ENSMUSG00000023021	-	4	1	99735589
ENSMUSG00000108782	-	2	0	
ENSMUSG00000039329	+	4	1	121148317
ENSMUSG00000032621	-	2	0	
ENSMUSG00000038525	+	6	2	21662602,21662694
ENSMUSG00000004341	+	2	1	21319621
ENSMUSG00000108236	-	5	1	51400962
ENSMUSG00000021772	+	3	1	18280441
ENSMUSG00000041319	-	12	1	23668617
ENSMUSG00000030718	-	3	1	100326736
ENSMUSG00000060512	+	1	0	
ENSMUSG00000074282	-	1	0	
ENSMUSG00000061028	-	1	0	
ENSMUSG00000032121	+	1	0	
ENSMUSG00000026878	-	6	1	35181512
ENSMUSG00000025103	-	2	1	81793514
ENSMUSG00000005686	+	1	0	
ENSMUSG00000021134	+	5	1	80950503
ENSMUSG00000036948	-	1	0	
ENSMUSG00000028706	-	11	2	116033004,116033707
ENSMUSG00000028109	+	3	1	95587592
ENSMUSG00000015083	-	3	1	25498651
ENSMUSG00000020496	-	6	1	58932287
ENSMUSG00000055963	+	1	0	
ENSMUSG00000021608	+	6	1	73516416
ENSMUSG00000052026	-	2	1	60995379
ENSMUSG00000037254	-	1	0	
ENSMUSG00000063229	+	2	1	46855627
ENSMUSG00000056211	+	1	0	
ENSMUSG00000045915	+	1	0	
ENSMUSG00000113017	+	2	1	6014084
ENSMUSG00000018427	-	5	1	86940094
ENSMUSG00000058301	-	2	1	70331521
ENSMUSG00000025724	-	18	2	80915562,80915376
ENSMUSG00000051518	-	20	1	80260618
ENSMUSG00000037971	-	4	1	50774000
ENSMUSG00000002900	+	74	1	31329642
ENSMUSG00000020330	-	1	0	
ENSMUSG00000018481	-	6	1	85191307
ENSMUSG00000039427	+	8	1	5244904
ENSMUSG00000004668	+	1	0	
ENSMUSG00000057113	-	69	2	33152509,33154924
ENSMUSG00000037410	-	1	0	
ENSMUSG00000027184	-	1	0	
ENSMUSG00000025747	-	39	2	30060996,30060972
ENSMUSG00000052212	-	6	1	24743982
ENSMUSG00000071324	-	2	0	
ENSMUSG00000036622	+	1	0	
ENSMUSG00000098358	+	1	0	
ENSMUSG00000084981	-	3	1	12705755
ENSMUSG00000020235	-	16	2	81366878,81367368
ENSMUSG00000018677	-	1	0	
ENSMUSG00000053565	-	53	1	28971372
ENSMUSG00000006050	-	7	2	36667245,36667271
ENSMUSG00000110286	+	3	0	
ENSMUSG00000031533	+	32	2	22429480,22429669
ENSMUSG00000003344	-	5	1	80642622
ENSMUSG00000031155	+	1	0	
ENSMUSG00000022706	-	12	1	18872216
ENSMUSG00000024422	+	9	2	35892670,35892629
ENSMUSG00000028678	-	17	2	117159633,117160136
ENSMUSG00000000976	+	2	1	83782022
ENSMUSG00000020377	-	34	1	50236460
ENSMUSG00000091556	-	1	0	
ENSMUSG00000030605	-	1	0	
ENSMUSG00000021706	-	2	0	
ENSMUSG00000020717	-	2	1	106654216
ENSMUSG00000044167	+	2	0	
ENSMUSG00000027353	+	4	1	132843898
ENSMUSG00000060843	+	9	1	65002968
ENSMUSG00000067931	+	1	0	
ENSMUSG00000021662	-	3	1	97899444
ENSMUSG00000038069	-	1	0	
ENSMUSG00000055415	+	1	0	
ENSMUSG00000074749	+	3	1	146970097
ENSMUSG00000025216	-	1	0	
ENSMUSG00000054770	-	1	0	
ENSMUSG00000022288	+	3	1	37430150
ENSMUSG00000045102	-	1	0	
ENSMUSG00000084063	-	1	0	
ENSMUSG00000018501	-	1	0	
ENSMUSG00000038121	-	8	2	68268156,68268181
ENSMUSG00000096981	+	1	0	
ENSMUSG00000006299	-	14	1	74279845
ENSMUSG00000068917	+	10	1	89176921
ENSMUSG00000049305	+	5	1	108464553
ENSMUSG00000020652	-	9	1	4213479
ENSMUSG00000022300	+	25	1	39146856
ENSMUSG00000039167	+	1	0	
ENSMUSG00000038174	-	1	0	
ENSMUSG00000028788	+	4	2	129848019,129849975
ENSMUSG00000025086	+	1	0	
ENSMUSG00000029430	+	10	1	129023166
ENSMUSG00000079007	+	37	1	105206993
ENSMUSG00000055334	+	10	1	56983206
ENSMUSG00000024091	-	17	1	65580052
ENSMUSG00000028583	-	15	1	143267430
ENSMUSG00000078867	-	1	0	
ENSMUSG00000042670	+	21	3	105965424,105965495,105965555
ENSMUSG00000029475	-	12	2	122870667,122871190
ENSMUSG00000038000	-	29	1	105698156
ENSMUSG00000061751	-	3	1	34013133
ENSMUSG00000037894	+	6	2	137866832,137866922
ENSMUSG00000005483	+	26	2	83610970,83611903
ENSMUSG00000099752	+	1	0	
ENSMUSG00000022803	+	3	1	38378209
ENSMUSG00000059897	+	1	0	
ENSMUSG00000039720	-	1	0	
ENSMUSG00000015697	-	20	2	95323524,95323757
ENSMUSG00000026098	-	2	0	
ENSMUSG00000022771	-	10	3	17086674,17088648,17088601
ENSMUSG00000019578	-	1	0	
ENSMUSG00000062202	-	1	0	
ENSMUSG00000028078	-	28	1	86786152
ENSMUSG00000028062	-	5	1	88549818
ENSMUSG00000021103	+	8	1	73272852
ENSMUSG00000052299	-	1	0	
ENSMUSG00000032431	-	1	0	
ENSMUSG00000031461	+	5	1	15133417
ENSMUSG00000024558	-	1	0	
ENSMUSG00000015647	-	1	0	
ENSMUSG00000028393	-	21	1	62509168
ENSMUSG00000068290	-	7	1	130654035
ENSMUSG00000028784	+	3	0	
ENSMUSG00000046585	+	4	1	48035387
ENSMUSG00000028676	+	1	0	
ENSMUSG00000040025	-	6	1	132186055
ENSMUSG00000015790	-	19	1	26913382
ENSMUSG00000047694	+	5	1	98945109
ENSMUSG00000006392	+	11	1	118415111
ENSMUSG00000027547	-	1	0	
ENSMUSG00000054083	+	1	0	
ENSMUSG00000086631	+	1	0	
ENSMUSG00000038925	+	460	2	24309960,24298281
ENSMUSG00000028042	-	1	0	
ENSMUSG00000034575	-	5	1	69497960
ENSMUSG00000027384	+	2	1	140203635
ENSMUSG00000038042	-	1	0	
ENSMUSG00000073538	-	8	3	153406407,153406288,153406363
ENSMUSG00000084957	-	5	1	53931011
ENSMUSG00000024855	-	3	1	5133685
ENSMUSG00000019054	+	10	1	136966234
ENSMUSG00000026223	+	1	0	
ENSMUSG00000031970	-	30	3	123505686,123505708,123505004
ENSMUSG00000021377	-	8	2	47084781,47085462
ENSMUSG00000038507	-	60	2	39086411,39087064
ENSMUSG00000035781	-	8	1	79910051
ENSMUSG00000020273	-	3	1	23862645
ENSMUSG00000090558	-	1	0	
ENSMUSG00000028635	+	1	0	
ENSMUSG00000023921	+	2	0	
ENSMUSG00000027165	-	2	1	101562122
ENSMUSG00000059439	+	1	0	
ENSMUSG00000036106	+	7	1	84703673
ENSMUSG00000029736	-	56	2	43303698,43303673
ENSMUSG00000087777	-	3	0	
ENSMUSG00000029632	-	6	1	11900371
ENSMUSG00000029917	+	1	0	
ENSMUSG00000031262	+	1	0	
ENSMUSG00000072679	+	5	1	143296272
ENSMUSG00000062995	-	26	2	8630528,8694395
ENSMUSG00000054752	+	4	1	53650059
ENSMUSG00000036545	+	1	0	
ENSMUSG00000038604	+	1	0	
ENSMUSG00000051256	+	9	1	113448222
ENSMUSG00000039616	+	36	2	24701575,24689909
ENSMUSG00000039632	-	1	0	
ENSMUSG00000034345	+	20	2	6085116,6084834
ENSMUSG00000026676	+	2	0	
ENSMUSG00000036270	+	27	1	105893208
ENSMUSG00000022452	+	6	1	82349065
ENSMUSG00000030774	+	10	2	97911250,97911471
ENSMUSG00000005533	+	2	1	68226602
ENSMUSG00000034317	-	1	0	
ENSMUSG00000049686	+	9	2	123029828,123030162
ENSMUSG00000037275	-	1	0	
ENSMUSG00000035960	+	9	1	50927139
ENSMUSG00000036639	+	10	2	140338137,140337921
ENSMUSG00000036057	-	2	1	110385086
ENSMUSG00000019461	+	2	1	69851039
ENSMUSG00000028527	+	22	3	101422553,101422689,101464539
ENSMUSG00000113265	+	1	0	
ENSMUSG00000018965	+	2	1	33027961
ENSMUSG00000029474	+	27	1	122868945
ENSMUSG00000025085	-	3	1	57130263
ENSMUSG00000051306	-	4	1	143710324
ENSMUSG00000040667	-	20	3	70943076,70943101,70943176
ENSMUSG00000037833	-	1	0	
ENSMUSG00000071604	-	1	0	
ENSMUSG00000014195	-	10	1	100582830
ENSMUSG00000026853	-	1	0	
ENSMUSG00000006586	+	1	0	
ENSMUSG00000092822	-	2	0	
ENSMUSG00000038685	+	3	1	181356616
ENSMUSG00000021877	+	3	1	26656841
ENSMUSG00000033278	-	1	0	
ENSMUSG00000066030	+	18	3	144196880,144195145,144196935
ENSMUSG00000026192	+	1	0	
ENSMUSG00000022718	-	1	0	
ENSMUSG00000051557	-	6	1	155888856
ENSMUSG00000027331	+	20	4	118834610,118834647,118834587,118834685
ENSMUSG00000006154	+	1	0	
ENSMUSG00000002733	+	5	1	76696576
ENSMUSG00000031754	-	1	0	
ENSMUSG00000087296	-	1	0	
ENSMUSG00000024581	+	3	1	62997361
ENSMUSG00000005204	-	5	1	69673114
ENSMUSG00000024844	-	32	1	5364639
ENSMUSG00000001833	+	1	0	
ENSMUSG00000111154	-	2	1	39873879
ENSMUSG00000019857	+	28	2	53608059,53608167
ENSMUSG00000085208	+	1	0	
ENSMUSG00000022724	+	6	2	59487967,59492525
ENSMUSG00000022652	+	7	1	48630911
ENSMUSG00000073016	+	2	0	
ENSMUSG00000044475	+	11	1	60099986
ENSMUSG00000061455	+	1	0	
ENSMUSG00000035528	+	10	3	89653495,89583614,89674473
ENSMUSG00000030555	+	4	1	67726577
ENSMUSG00000034453	+	1	0	
ENSMUSG00000045257	+	1	0	
ENSMUSG00000032078	+	1	0	
ENSMUSG00000074088	+	19	1	130390033
ENSMUSG00000043629	-	1	0	
ENSMUSG00000025403	-	12	2	127517316,127517614
ENSMUSG00000020133	-	2	0	
ENSMUSG00000085285	+	1	0	
ENSMUSG00000028830	+	1	0	
ENSMUSG00000041762	-	2	1	73347643
ENSMUSG00000022269	+	1	0	
ENSMUSG00000030423	-	4	1	38262814
ENSMUSG00000024963	-	2	1	6987910
ENSMUSG00000039585	+	1	0	
ENSMUSG00000026526	-	17	1	175601377
ENSMUSG00000024758	-	3	0	
ENSMUSG00000006800	-	6	1	166073915
ENSMUSG00000007880	-	2	0	
ENSMUSG00000071856	-	1	0	
ENSMUSG00000031629	+	2	0	
ENSMUSG00000024246	-	1	0	
ENSMUSG00000000028	-	17	1	18780451
ENSMUSG00000020817	+	4	1	70940944
ENSMUSG00000033735	-	1	0	
ENSMUSG00000020704	-	1	0	
ENSMUSG00000000085	+	2	1	120530187
ENSMUSG00000035021	-	1	0	
ENSMUSG00000077342	+	1	0	
ENSMUSG00000001168	+	99	4	120873513,120873442,120873492,120868267
ENSMUSG00000019814	-	14	2	13178602,13178636
ENSMUSG00000044201	-	3	1	34732992
ENSMUSG00000022678	+	4	1	14192928
ENSMUSG00000029059	-	2	1	154896426
ENSMUSG00000025986	-	2	0	
ENSMUSG00000026974	+	15	2	24959416,24959527
ENSMUSG00000044627	-	7	1	32278815
ENSMUSG00000001036	-	7	2	61517248,61518551
ENSMUSG00000027498	+	5	2	172381081,172382445
ENSMUSG00000044367	-	4	1	70216788
ENSMUSG00000091259	-	1	0	
ENSMUSG00000079620	+	3	0	
ENSMUSG00000110834	-	1	0	
ENSMUSG00000111278	+	1	0	
ENSMUSG00000029726	-	27	1	137781905
ENSMUSG00000056124	-	15	1	20687941
ENSMUSG00000048330	-	1	0	
ENSMUSG00000028556	-	11	1	98936854
ENSMUSG00000028772	-	9	2	130316105,130316075
ENSMUSG00000039384	+	9	1	184074878
ENSMUSG00000060073	+	19	1	70994504
ENSMUSG00000017776	+	1	0	
ENSMUSG00000020745	-	22	3	74677365,74677556,74677513
ENSMUSG00000021549	-	2	1	85215070
ENSMUSG00000027198	-	6	1	93695632
ENSMUSG00000021906	+	2	1	32103203
ENSMUSG00000037072	+	12	1	144597677
ENSMUSG00000037876	+	1	0	
ENSMUSG00000021666	+	3	1	97176451
ENSMUSG00000027770	-	4	2	62468014,62470081
ENSMUSG00000031609	-	68	1	57482705
ENSMUSG00000009646	+	1	0	
ENSMUSG00000019944	+	2	0	
ENSMUSG00000022425	-	2	1	54838910
ENSMUSG00000054003	+	3	1	112068845
ENSMUSG00000014748	-	4	1	83770750
ENSMUSG00000032254	-	48	1	61917276
ENSMUSG00000047044	+	1	0	
ENSMUSG00000037652	-	1	0	
ENSMUSG00000095385	+	5	1	43280066
ENSMUSG00000031809	-	4	1	121530779
ENSMUSG00000022474	-	7	1	81951107
ENSMUSG00000040414	-	1	0	
ENSMUSG00000021338	-	9	1	24012480
ENSMUSG00000041187	+	11	1	16870365
ENSMUSG00000063888	-	6	2	46774497,46775486
ENSMUSG00000033429	+	2	1	64412119
ENSMUSG00000030816	+	4	1	127603593
ENSMUSG00000086710	+	2	1	45773118
ENSMUSG00000003345	+	1	0	
ENSMUSG00000028292	+	6	1	34660167
ENSMUSG00000024943	-	1	0	
ENSMUSG00000052632	+	1	0	
ENSMUSG00000042688	-	3	1	75386785
ENSMUSG00000038209	-	1	0	
ENSMUSG00000032417	+	1	0	
ENSMUSG00000060904	+	8	1	88744094
ENSMUSG00000026249	-	29	1	79794320
ENSMUSG00000020895	+	11	1	69073028
ENSMUSG00000045409	-	2	0	
ENSMUSG00000030754	-	30	2	114215560,114215595
ENSMUSG00000038717	-	1	0	
ENSMUSG00000050705	-	8	1	35892679
ENSMUSG00000022451	-	3	0	
ENSMUSG00000030042	-	34	3	82647730,82647285,82618880
ENSMUSG00000114099	+	1	0	
ENSMUSG00000107714	-	4	1	107180653
ENSMUSG00000030002	-	1	0	
ENSMUSG00000032026	-	4	1	48468511
ENSMUSG00000040731	-	22	1	134619875
ENSMUSG00000032459	-	49	1	98588729
ENSMUSG00000029389	+	3	1	124568973
ENSMUSG00000030682	+	5	1	126980499
ENSMUSG00000021009	-	8	2	98676740,98677872
ENSMUSG00000048970	-	2	1	38630790
ENSMUSG00000102644	+	1	0	
ENSMUSG00000029414	+	11	1	123821586
ENSMUSG00000024253	+	2	1	84655583
ENSMUSG00000058793	+	1	0	
ENSMUSG00000022186	+	1	0	
ENSMUSG00000028587	+	12	3	108614836,108614683,108614561
ENSMUSG00000046722	+	4	1	95234887
ENSMUSG00000056608	+	2	0	
ENSMUSG00000030346	-	1	0	
ENSMUSG00000045636	-	6	2	41013287,41015387
ENSMUSG00000026354	-	2	1	128284755
ENSMUSG00000095028	-	1	0	
ENSMUSG00000026197	+	15	1	75171624
ENSMUSG00000041231	-	2	0	
ENSMUSG00000015335	-	2	1	30090951
ENSMUSG00000010914	-	30	3	103021791,103021704,103021523
ENSMUSG00000041769	+	3	1	138883057
ENSMUSG00000039318	+	9	1	185284111
ENSMUSG00000045671	+	1	0	
ENSMUSG00000012443	+	3	0	
ENSMUSG00000041642	+	1	0	
ENSMUSG00000032867	-	2	1	118066614
ENSMUSG00000039959	-	1	0	
ENSMUSG00000024154	+	18	2	88715152,88694913
ENSMUSG00000020640	+	10	2	4713952,4713690
ENSMUSG00000073802	-	2	0	
ENSMUSG00000006019	-	4	1	16197142
ENSMUSG00000039903	+	1	0	
ENSMUSG00000112846	-	1	0	
ENSMUSG00000058099	-	1	0	
ENSMUSG00000044912	+	2	1	74162261
ENSMUSG00000001576	+	1	0	
ENSMUSG00000021764	-	6	1	114288647
ENSMUSG00000026429	+	55	1	134974162
ENSMUSG00000037722	-	7	1	45377051
ENSMUSG00000024269	-	16	1	25138610
ENSMUSG00000018841	-	3	0	
ENSMUSG00000029403	-	2	1	92022315
ENSMUSG00000024190	-	4	1	26505590
ENSMUSG00000057229	+	1	0	
ENSMUSG00000022488	+	2	0	
ENSMUSG00000058806	-	4	1	61919894
ENSMUSG00000038902	+	1	0	
ENSMUSG00000021660	-	102	2	98309896,98309931
